area_name,indicator_name,score_2019
United Arab Emirates,Ability to live on household income,0.582530215
United Kingdom,Ability to live on household income,0.444444444
United States,Ability to live on household income,0.6
Uruguay,Ability to live on household income,0.166666667
Uzbekistan,Ability to live on household income,0.431102545
Venezuela,Ability to live on household income,0.401273807
Vietnam,Ability to live on household income,0.453404916
Yemen,Ability to live on household income,0.2607392
Zambia,Ability to live on household income,0.50995326
Zimbabwe,Ability to live on household income,0.46414872
Afghanistan,Ability to source emergency funds,0.5
Albania,Ability to source emergency funds,0.418670416
Algeria,Ability to source emergency funds,0.315
Angola,Ability to source emergency funds,0.687307536
Argentina,Ability to source emergency funds,0.749131844
Armenia,Ability to source emergency funds,0.8
Australia,Ability to source emergency funds,0.964210526
Austria,Ability to source emergency funds,0.224595153
Azerbaijan,Ability to source emergency funds,0.22309022
Bahrain,Ability to source emergency funds,0.852
Bangladesh,Ability to source emergency funds,0.519836639
Belarus,Ability to source emergency funds,0.75
Belgium,Ability to source emergency funds,0.904534329
Belize,Ability to source emergency funds,0.915555556
Benin,Ability to source emergency funds,0.66
Bolivia,Ability to source emergency funds,0.86
Bosnia and Herzegovina,Ability to source emergency funds,0.858823529
Botswana,Ability to source emergency funds,0.560385671
Brazil,Ability to source emergency funds,0.602634787
Bulgaria,Ability to source emergency funds,0.9175
Burkina Faso,Ability to source emergency funds,0.891565828
Burundi,Ability to source emergency funds,0.650955048
Cabo Verde,Ability to source emergency funds,0.350753596
Cambodia,Ability to source emergency funds,0.367954312
Cameroon,Ability to source emergency funds,0.436
Canada,Ability to source emergency funds,0.878333333
Central African Republic,Ability to source emergency funds,0.55
Chad,Ability to source emergency funds,0.88
Chile,Ability to source emergency funds,1
China,Ability to source emergency funds,0.88
Colombia,Ability to source emergency funds,0.85
Comoros,Ability to source emergency funds,0.407977268
Congo,Ability to source emergency funds,0.660842207
Costa Rica,Ability to source emergency funds,0.275862069
Croatia,Ability to source emergency funds,0.459256747
Cuba,Ability to source emergency funds,0.165
Cyprus,Ability to source emergency funds,0.36597302
Czechia,Ability to source emergency funds,0
C�te d'Ivoire,Ability to source emergency funds,0.508213282
Democratic Republic of Congo,Ability to source emergency funds,0.333333333
Denmark,Ability to source emergency funds,0.331883478
Djibouti,Ability to source emergency funds,0.504826367
Dominican Republic,Ability to source emergency funds,0.275857306
Ecuador,Ability to source emergency funds,0.173333333
Egypt,Ability to source emergency funds,0.411111111
El Salvador,Ability to source emergency funds,0.583908046
Equatorial Guinea,Ability to source emergency funds,0.466666667
Eritrea,Ability to source emergency funds,0.463226477
Estonia,Ability to source emergency funds,0.612487706
Eswatini,Ability to source emergency funds,0.570966667
Ethiopia,Ability to source emergency funds,0.49108247
Finland,Ability to source emergency funds,0.444444444
France,Ability to source emergency funds,0.125
Gabon,Ability to source emergency funds,0.14017266
Georgia,Ability to source emergency funds,0
Germany,Ability to source emergency funds,0.111
Ghana,Ability to source emergency funds,0.5
Greece,Ability to source emergency funds,0.445701281
Guatemala,Ability to source emergency funds,0.165808752
Guinea,Ability to source emergency funds,0.869527491
Guinea-Bissau,Ability to source emergency funds,0.919038743
Guyana,Ability to source emergency funds,1
Haiti,Ability to source emergency funds,0.758859605
Honduras,Ability to source emergency funds,0.985812802
Hong Kong,Ability to source emergency funds,0.43
Hungary,Ability to source emergency funds,0.976271536
Iceland,Ability to source emergency funds,0.568421053
India,Ability to source emergency funds,0.666548614
Indonesia,Ability to source emergency funds,0.513265334
Iran,Ability to source emergency funds,0.259755224
Iraq,Ability to source emergency funds,0.661855581
Ireland,Ability to source emergency funds,0.680856982
Israel,Ability to source emergency funds,0.988
Italy,Ability to source emergency funds,0.994686504
Jamaica,Ability to source emergency funds,0.960204082
Japan,Ability to source emergency funds,0.708
Jordan,Ability to source emergency funds,0.933171324
Kazakhstan,Ability to source emergency funds,0.780868755
Kenya,Ability to source emergency funds,0.820689655
Kuwait,Ability to source emergency funds,0.962900506
Kyrgyzstan,Ability to source emergency funds,0.842307692
Laos,Ability to source emergency funds,0.54018107
Latvia,Ability to source emergency funds,0.686215325
Lebanon,Ability to source emergency funds,0.150441659
Lesotho,Ability to source emergency funds,0.842885912
Liberia,Ability to source emergency funds,0.926022454
Libya,Ability to source emergency funds,0.615660084
Lithuania,Ability to source emergency funds,0.896917965
Luxembourg,Ability to source emergency funds,0.999246828
Madagascar,Ability to source emergency funds,0.311539048
Malawi,Ability to source emergency funds,0.390977429
Malaysia,Ability to source emergency funds,0.290287053
Mali,Ability to source emergency funds,0.67962963
Malta,Ability to source emergency funds,0.542823671
Mauritania,Ability to source emergency funds,0.283527467
Mauritius,Ability to source emergency funds,0.476910552
Mexico,Ability to source emergency funds,0.374759587
Moldova,Ability to source emergency funds,0.902484758
Mongolia,Ability to source emergency funds,0.33760808
Montenegro,Ability to source emergency funds,0.22016112
Morocco,Ability to source emergency funds,0.400299276
Mozambique,Ability to source emergency funds,0.529411765
Myanmar,Ability to source emergency funds,0.291264885
Namibia,Ability to source emergency funds,0.437425494
Nepal,Ability to source emergency funds,0.463807113
Netherlands,Ability to source emergency funds,0.009842503
New Zealand,Ability to source emergency funds,0.39966988
Nicaragua,Ability to source emergency funds,0.498827406
Niger,Ability to source emergency funds,0.719366667
Nigeria,Ability to source emergency funds,0.662053588
North Macedonia,Ability to source emergency funds,0.185807965
Norway,Ability to source emergency funds,0.571428571
Oman,Ability to source emergency funds,0.555575212
Pakistan,Ability to source emergency funds,0.85470294
Panama,Ability to source emergency funds,0.123925257
Papua New Guinea,Ability to source emergency funds,0.414349914
Paraguay,Ability to source emergency funds,0.462875888
Peru,Ability to source emergency funds,0.46136555
Philippines,Ability to source emergency funds,0.313901567
Poland,Ability to source emergency funds,0.01378563
Portugal,Ability to source emergency funds,0.25112256
Qatar,Ability to source emergency funds,0.86418608
Romania,Ability to source emergency funds,0.605538142
Russia,Ability to source emergency funds,0.698306503
Rwanda,Ability to source emergency funds,0.671242771
Saudi Arabia,Ability to source emergency funds,0.926198564
Senegal,Ability to source emergency funds,0.971466809
Serbia,Ability to source emergency funds,0.68184025
Seychelles,Ability to source emergency funds,0.616389668
Sierra Leone,Ability to source emergency funds,0.442
Singapore,Ability to source emergency funds,0.008244393
Slovakia,Ability to source emergency funds,0.518736896
Slovenia,Ability to source emergency funds,0.305777778
Somalia,Ability to source emergency funds,0
South Africa,Ability to source emergency funds,0.537638648
South Korea,Ability to source emergency funds,0.53
South Sudan,Ability to source emergency funds,0.274266667
Spain,Ability to source emergency funds,0.347965204
Sri Lanka,Ability to source emergency funds,0.6058
Sudan,Ability to source emergency funds,0.88807
Suriname,Ability to source emergency funds,0.001858328
Sweden,Ability to source emergency funds,0.88
Switzerland,Ability to source emergency funds,0.475531467
Syria,Ability to source emergency funds,0.346045316
S�o Tom� and Pr�ncipe,Ability to source emergency funds,0.136273819
Taiwan,Ability to source emergency funds,0.494273084
Tajikistan,Ability to source emergency funds,0.39688823
Tanzania,Ability to source emergency funds,0.078927737
Thailand,Ability to source emergency funds,0.547619048
The Gambia,Ability to source emergency funds,0
Togo,Ability to source emergency funds,0.513596116
Trinidad and Tobago,Ability to source emergency funds,0.272727273
Tunisia,Ability to source emergency funds,0.448035955
Turkey,Ability to source emergency funds,0.420980376
Turkmenistan,Ability to source emergency funds,0.708695652
Uganda,Ability to source emergency funds,0.5
Ukraine,Ability to source emergency funds,0.328125
United Arab Emirates,Ability to source emergency funds,0.4375
United Kingdom,Ability to source emergency funds,0.450704225
United States,Ability to source emergency funds,0.25
Uruguay,Ability to source emergency funds,0.313
Uzbekistan,Ability to source emergency funds,0.23091304
Venezuela,Ability to source emergency funds,0.333333333
Vietnam,Ability to source emergency funds,0.583
Yemen,Ability to source emergency funds,0.272642293
Zambia,Ability to source emergency funds,0.5
Zimbabwe,Ability to source emergency funds,0.666666667
Afghanistan,Access to a bank account,0.380434783
Albania,Access to a bank account,0.505068493
Algeria,Access to a bank account,0.22826087
Angola,Access to a bank account,0
Argentina,Access to a bank account,0.092307692
Armenia,Access to a bank account,1
Australia,Access to a bank account,1
Austria,Access to a bank account,0
Azerbaijan,Access to a bank account,0.666666667
Bahrain,Access to a bank account,1
Bangladesh,Access to a bank account,0.673738321
Belarus,Access to a bank account,0.689199209
Belgium,Access to a bank account,0.766666667
Belize,Access to a bank account,1
Benin,Access to a bank account,0.865342928
Bolivia,Access to a bank account,0.906389723
Bosnia and Herzegovina,Access to a bank account,0.908953492
Botswana,Access to a bank account,0.570029079
Brazil,Access to a bank account,0.821011169
Bulgaria,Access to a bank account,0
Burkina Faso,Access to a bank account,0.6
Burundi,Access to a bank account,1
Cabo Verde,Access to a bank account,1
Cambodia,Access to a bank account,1
Cameroon,Access to a bank account,0.631197129
Canada,Access to a bank account,0.776486227
Central African Republic,Access to a bank account,0.125
Chad,Access to a bank account,0.075
Chile,Access to a bank account,0.111111111
China,Access to a bank account,0.22254
Colombia,Access to a bank account,0.322222222
Comoros,Access to a bank account,0.27
Congo,Access to a bank account,0.725
Costa Rica,Access to a bank account,0.734054261
Croatia,Access to a bank account,0.577835705
Cuba,Access to a bank account,0.304040194
Cyprus,Access to a bank account,0.21733777
Czechia,Access to a bank account,0.453333333
C�te d'Ivoire,Access to a bank account,0.545454545
Democratic Republic of Congo,Access to a bank account,0.7
Denmark,Access to a bank account,0.2
Djibouti,Access to a bank account,0.230769231
Dominican Republic,Access to a bank account,0.745454545
Ecuador,Access to a bank account,0.500514838
Egypt,Access to a bank account,0.405528285
El Salvador,Access to a bank account,0.018709867
Equatorial Guinea,Access to a bank account,0.26
Eritrea,Access to a bank account,0.398130352
Estonia,Access to a bank account,0.592411765
Eswatini,Access to a bank account,0.28409
Ethiopia,Access to a bank account,0.528744103
Finland,Access to a bank account,0.82978754
France,Access to a bank account,0.763880005
Gabon,Access to a bank account,0.484565748
Georgia,Access to a bank account,0.206799995
Germany,Access to a bank account,0.409025626
Ghana,Access to a bank account,0.158749626
Greece,Access to a bank account,0.182636027
Guatemala,Access to a bank account,0.044490875
Guinea,Access to a bank account,0.049149286
Guinea-Bissau,Access to a bank account,0.486539072
Guyana,Access to a bank account,0.499309928
Haiti,Access to a bank account,0.575376415
Honduras,Access to a bank account,0.045231077
Hong Kong,Access to a bank account,0.474072642
Hungary,Access to a bank account,0.257820766
Iceland,Access to a bank account,0.331724138
India,Access to a bank account,0.3174882
Indonesia,Access to a bank account,0.271181444
Iran,Access to a bank account,0.190567489
Iraq,Access to a bank account,0.677865383
Ireland,Access to a bank account,0.187
Israel,Access to a bank account,0.2254785
Italy,Access to a bank account,0.277941019
Jamaica,Access to a bank account,0.113897305
Japan,Access to a bank account,0
Jordan,Access to a bank account,0
Kazakhstan,Access to a bank account,0
Kenya,Access to a bank account,0.032786202
Kuwait,Access to a bank account,0.094349203
Kyrgyzstan,Access to a bank account,0.28
Laos,Access to a bank account,0.288764173
Latvia,Access to a bank account,0.732125
Lebanon,Access to a bank account,0.426184471
Lesotho,Access to a bank account,0.340439249
Liberia,Access to a bank account,0.44567984
Libya,Access to a bank account,0.111111111
Lithuania,Access to a bank account,0.017093999
Luxembourg,Access to a bank account,0.333333333
Madagascar,Access to a bank account,0
Malawi,Access to a bank account,0.7565
Malaysia,Access to a bank account,0.482
Mali,Access to a bank account,0.333333333
Malta,Access to a bank account,0.119565237
Mauritania,Access to a bank account,0.183516873
Mauritius,Access to a bank account,1
Mexico,Access to a bank account,0.468671663
Moldova,Access to a bank account,0.664160456
Mongolia,Access to a bank account,0.516977168
Montenegro,Access to a bank account,0.435583741
Morocco,Access to a bank account,0.294247727
Mozambique,Access to a bank account,0.35062595
Myanmar,Access to a bank account,0.333333333
Namibia,Access to a bank account,0.397987433
Nepal,Access to a bank account,0.293662203
Netherlands,Access to a bank account,0.222222222
New Zealand,Access to a bank account,0.2942392
Nicaragua,Access to a bank account,0.333333333
Niger,Access to a bank account,0.444444444
Nigeria,Access to a bank account,0.222222222
North Macedonia,Access to a bank account,0.333333333
Norway,Access to a bank account,0.25
Oman,Access to a bank account,0.139177103
Pakistan,Access to a bank account,0.087401861
Panama,Access to a bank account,0.397783486
Papua New Guinea,Access to a bank account,0.321410036
Paraguay,Access to a bank account,0.422325638
Peru,Access to a bank account,0.452141579
Philippines,Access to a bank account,0.555555556
Poland,Access to a bank account,0.4
Portugal,Access to a bank account,0.166666667
Qatar,Access to a bank account,0.383396425
Romania,Access to a bank account,0.17323784
Russia,Access to a bank account,0.396942638
Rwanda,Access to a bank account,0.2911646
Saudi Arabia,Access to a bank account,0.378893058
Senegal,Access to a bank account,0.221675305
Serbia,Access to a bank account,0.416666667
Seychelles,Access to a bank account,0.184312916
Sierra Leone,Access to a bank account,0.795
Singapore,Access to a bank account,0.735497958
Slovakia,Access to a bank account,0.833107215
Slovenia,Access to a bank account,0.26
Somalia,Access to a bank account,0.469473684
South Africa,Access to a bank account,0.32251478
South Korea,Access to a bank account,0.039619741
South Sudan,Access to a bank account,0
Spain,Access to a bank account,0.286741949
Sri Lanka,Access to a bank account,0.3875
Sudan,Access to a bank account,0.646657717
Suriname,Access to a bank account,0.644444444
Sweden,Access to a bank account,0.353333333
Switzerland,Access to a bank account,0.523
Syria,Access to a bank account,0.522941176
S�o Tom� and Pr�ncipe,Access to a bank account,0.395720923
Taiwan,Access to a bank account,0.604566269
Tajikistan,Access to a bank account,0.7775
Tanzania,Access to a bank account,0.595405002
Thailand,Access to a bank account,0.714442948
